quantity,unitMax,sendToAdministrator,price,totalPrice,date,optionUnit,unit,customer,unitIndividual,pricePerUnit,idProductList,productName,dateRegister
6,,True,26,6.9,2024-10-16,"['UNIDAD', 'CAJA']",0,,24,1.1500000000000001,dhd9JHBMgMwValLqmyey,LAVAVAJILLA QMASTER 180 GR,2024-10-16 18:09:29.856000+00:00
6,,True,1,17.5,2024-02-02,"['UNIDAD', 'CAJA']",0,,48,2.9166666666666665,ag3s0xbfQDzxahjtJuWR,FILETE DE CABALLA P-RUVIAN MAR EN ACEITE VEGETAL,2024-02-02 17:14:00.347000+00:00
6,,True,1,26.3,2024-12-06,"['UNIDAD', 'CAJA']",0,,48,4.383333333333334,dPpgsAsWwVXuDp0ufNF2,FILETE DE ATUN A-1 EN ACEITE VEGETAL,2024-12-06 16:38:05.997000+00:00
1,200,True,57,59.6,2024-08-28,"['UNIDAD', 'PAQUETE', 'SACO']",1,,20,59.6,cUu0F99S7bgXUIpvCuGB,GELATINA DON LUCHO,2024-08-28 16:52:01.697000+00:00
2,200,True,57,6.0,2024-05-05,"['UNIDAD', 'PAQUETE', 'SACO']",0,,20,3,cUu0F99S7bgXUIpvCuGB,GELATINA DON LUCHO,2024-05-05 18:32:07.661000+00:00
6,,True,1,11.0,2024-03-05,"['UNIDAD', 'CAJA']",0,,48,1.8333333333333333,uXWDUwhTKjYeCCSm2WrN,GRATED DE SARDINA PREMIUM LYDEMAR EN ACEITE VEGETAL,2024-03-05 17:10:24.630000+00:00
2,,True,1,5.0,2024-01-22,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-01-22 17:22:29.297000+00:00
9,,True,1,116.2,2024-05-10,"['UNIDAD', 'CAJA']",0,,12,12.911111111111111,wfY8rXvZsEu5bv7mPwZ4,VINO DE CEREZA,2024-05-10 15:31:57.728000+00:00
12,,True,39,8.0,2024-07-13,"['UNIDAD', 'SACO', '']",0,,60,0.6666666666666666,mB1SicUI6RwVMHp9dfKd,DETERGENTE TROME,2024-07-13 16:37:02.385000+00:00
2,,True,1,4.0,2024-09-13,"['UNIDAD', 'CAJA']",0,,12,2,iC2Zoyizbl2WaNYrD5KX,LEJIA QMASTER 1 LT,2024-09-13 17:05:28.483000+00:00
1,,True,112,2.0,2024-08-06,"['CAJITA', 'CAJON ( 60 cajitas)', '']",0,,60,2,YAyG585nLwF3Kpm6l9Zo,ESPIRAL GALLITO,2024-08-06 18:38:30.257000+00:00
3,,True,112,5.5,2024-10-10,"['CAJITA', 'CAJON ( 60 cajitas)', '']",0,,60,1.8333333333333333,YAyG585nLwF3Kpm6l9Zo,ESPIRAL GALLITO,2024-10-10 16:45:43.875000+00:00
6,,True,1,16.5,2024-10-13,"['UNIDAD', 'CAJA']",0,,48,2.75,WC4rVBbz9h0DHvCj9p4h,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-10-13 16:15:10.531000+00:00
3,,True,1,13.5,2024-05-02,"['UNIDAD', 'CAJA']",0,,48,4.5,dPpgsAsWwVXuDp0ufNF2,FILETE DE ATUN A-1 EN ACEITE VEGETAL,2024-05-02 17:06:15.384000+00:00
8,,True,1,20.0,2024-09-10,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-09-10 16:44:01.225000+00:00
1,100,True,6,5.5,2024-06-14,"['UNIDAD', 'BOLSA', 'PLANCHA']",1,,25,5.5,QzwdwAKrlRDJ8tsfqpqX,LEJIA LYDEMAR,2024-06-14 17:00:16.867000+00:00
2,,True,1,114.0,2024-07-06,"['UNIDAD', 'CAJA']",1,,12,57,GEn8mJ8Bgyju2PLBA0PA,ACEITE PURASELVA 1 LT,2024-07-06 16:45:29.072000+00:00
25,,True,1,6.0,2024-02-05,"['UNIDAD', 'SACO']",0,,100,0.24,QzwdwAKrlRDJ8tsfqpqX,LEJIA LYDEMAR,2024-02-05 17:16:11.056000+00:00
6,,True,1,28.5,2024-08-09,"['UNIDAD', 'CAJA']",0,,48,4.75,iUF72hMAXERo8T34yN5o,FILETE DE ATUN PRIMOR EN ACEITE VEGETAL,2024-08-09 17:16:30.875000+00:00
8,,True,1,38.4,2024-10-02,"['UNIDAD', 'PAQUETE']",0,,12,4.8,vNV3LxLHfWO8G1wlQnqN,ACEITE PALMEROLA CON TAPA 900 ML,2024-10-02 17:13:03.525000+00:00
6,,True,0,11.5,2023-11-11,"['UNIDAD', 'CAJA']",0,,48,1.9166666666666667,RoDirWKFuXpfhSUdyHCR,TINAPON P-RUVIAN MAR EN SALSA DE TOMATE,2023-11-11 17:15:14.322000+00:00
3,,True,12,2.9,2024-12-03,"['UNIDAD', 'DOCENA', '']",0,,12,0.9666666666666667,sCXNpRWrnzKW0XV6TNR8,HISOPOS 100 UNIDADES,2024-12-03 17:31:23.047000+00:00
1,,True,37,18.0,2024-04-08,"['UNIDAD', 'CAJA', '']",1,,24,18,6PzxjO6sJIkq5OZXTDT3, ACEITE PALMEROLA SACHET 75 ML (CAJA),2024-04-08 17:20:32.540000+00:00
12,,True,1,34.0,2024-06-16,"['UNIDAD', 'CAJA']",0,,48,2.8333333333333335,WC4rVBbz9h0DHvCj9p4h,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-06-16 15:11:30.064000+00:00
6,,True,1,15.0,2023-12-08,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2023-12-08 17:21:00.790000+00:00
6,,True,1,11.5,2023-12-20,"['UNIDAD', 'CAJA']",0,,48,1.9166666666666667,RoDirWKFuXpfhSUdyHCR,TINAPON P-RUVIAN MAR EN SALSA DE TOMATE,2023-12-20 17:33:21.835000+00:00
5,,True,5,27.5,2024-11-14,"['UNIDAD', 'PAQUETE']",0,,12,5.5,Xh04vcSdJDeATI8jxatQ,ACEITE PALMEROLA SIN TAPA 900 ml,2024-11-14 16:30:12+00:00
2,,True,1,10.0,2024-03-15,"['UNIDAD', 'CAJA']",0,,12,5,2fLvFhKOJWmv6IyiLsgs,ACEITE PURASELVA 1 LT,2024-03-15 17:09:56.543000+00:00
1,200,True,57,3.0,2024-11-10,"['UNIDAD', 'PAQUETE', 'SACO']",0,,20,3,cUu0F99S7bgXUIpvCuGB,GELATINA DON LUCHO,2024-11-10 17:45:09.217000+00:00
6,,True,1,30.0,2024-02-03,"['UNIDAD', 'CAJA']",0,,48,5,iUF72hMAXERo8T34yN5o,FILETE DE ATUN PRIMOR EN ACEITE VEGETAL,2024-02-03 16:38:17.647000+00:00
12,,True,32,16.0,2024-03-16,"['UNIDAD', 'CAJA', '']",0,,24,1.3333333333333333,7AFu3sTplsI9rGy1CQXs,ACEITE TONDERO SACHET 170 ML (CAJA),2024-03-16 17:07:56.875000+00:00
6,,True,1,10.5,2024-05-15,"['UNIDAD', 'CAJA']",0,,50,1.75,HltRTZAhE0MUeJdafjMp,TINAPA LYDEMAR EN SALSA DE TOMATE,2024-05-15 17:38:59.457000+00:00
1,,True,1,4.9,2024-02-27,"['PAQUETE ( 4 rollos)', 'PLANCHA ( 6 x4)', '']",0,,1,4.9,muvfk6UiuLwBE7fK5Kdt,PAPEL HIGIENICO LIDER,2024-02-27 17:58:39.675000+00:00
12,,True,80,19.5,2024-04-09,"['UNIDAD', 'CAJA']",0,,48,1.625,ao7sEBN2Q9mBeKu2YffG,GRATED DE SARDINAS LYDEMAR EN AGUA Y SAL (ROJO),2024-04-09 18:20:16.164000+00:00
4,,True,1,10.0,2024-03-07,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-03-07 19:28:16.595000+00:00
2,,True,1,10.0,2024-03-07,"['UNIDAD', 'PAQUETE']",0,,12,5,hVBdTuxc07rj1KLOmsZm,ACEITE PALMEROLA 1 LT,2024-03-07 19:33:53.315000+00:00
3,,True,84,10.0,2024-11-03,"['UNIDAD', 'CAJA']",0,,24,3.3333333333333335,SYUQtNKXDJRrupbBone9,TOLL DE CABALLA /JUREL  P-RUVIAN MAR EN SALSA DE TOMATE,2024-11-03 16:01:20.680000+00:00
6,,True,10,4.7,2024-07-01,"['UNIDAD', '0', '']",0,,0,0.7833333333333333,Efo2k5F7zLHOPzN3w6Kh,ENJUAGE DOWNY,2024-07-01 16:39:17.390000+00:00
1,,True,1,29.0,2024-03-02,"['PAQUETE', 'CAJA']",1,,20,29,dFBL50O70QLpOza8jCP0,VELA SANTA FE,2024-03-02 16:37:21.257000+00:00
12,,True,6.5,6.9,2024-09-22,"['UNIDAD', 'DOCENA', '']",0,,12,0.5750000000000001,WA914WROSma8R0v4boBq,CEPILLO,2024-09-22 15:38:24.038000+00:00
6,,True,1,15.5,2024-08-31,"['UNIDAD', 'CAJA']",0,,48,2.5833333333333335,JHyqlFNPrlXoR2CzXWR4,FILETE DE CABALLA ROSAIMAR EN ACEITE VEGETAL,2024-08-31 16:37:59.045000+00:00
3,,True,1,14.3,2024-06-11,"['UNIDAD', 'CAJA']",0,,48,4.766666666666667,SohVOKGdN3bxDhrC7DQX,FILETE ATUN FANNY EN ACEITE VEGETAL,2024-06-11 17:39:46.233000+00:00
24,,True,1,59.0,2024-08-13,"['UNIDAD', 'CAJA']",0,,48,2.4583333333333335,dZdI7Go2b7SazcIrE61s,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2024-08-13 17:32:59.474000+00:00
2,,True,1,5.0,2024-11-17,"['UNIDAD', 'CAJA']",0,,48,2.5,dZdI7Go2b7SazcIrE61s,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2024-11-17 15:34:08.257000+00:00
6,,True,1,15.0,2024-01-11,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-01-11 17:27:46.643000+00:00
3,,True,1,10.0,2024-08-06,"['UNIDAD', 'CAJA']",0,,48,3.3333333333333335,mv8mR33rhGlnzRB43qJV,FILETE DE ATUN ROSAIMAR EN ACEITE VEGETAL,2024-08-06 18:02:14.828000+00:00
1,,True,39,36.0,2024-07-27,"['UNIDAD', 'SACO', '']",1,,60,36,N5Fp8xnQEvSYhTD1COgv,DETERGENTE TROME,2024-07-27 17:18:16.176000+00:00
12,,True,1,33.0,2024-05-10,"['UNIDAD', 'CAJA']",0,,48,2.75,p49nwMCX1BAiyXRWkY8H,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-05-10 14:58:59.271000+00:00
24,,True,1,59.0,2024-09-18,"['UNIDAD', 'CAJA']",0,,48,2.4583333333333335,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-09-18 17:02:27.058000+00:00
1,200,True,57,3.0,2024-05-04,"['UNIDAD', 'PAQUETE', 'SACO']",0,,20,3,cUu0F99S7bgXUIpvCuGB,GELATINA DON LUCHO,2024-05-04 16:20:11.733000+00:00
1,,True,1,4.8,2024-07-31,"['UNIDAD', 'CAJA']",0,,12,4.8,nSRSugSItjAm6u6do86i,LAVAVAJILLA ÑAPANCHA 900 GR,2024-07-31 17:30:37.988000+00:00
6,,True,86,11.5,2024-04-03,"['UNIDAD', 'CAJA', '']",0,,48,1.9166666666666667,AxHxRF2fVLiJF5NbNHQn,TINAPON LIDEMAR,2024-04-03 16:06:08.717000+00:00
12,,True,1,30.0,2024-10-12,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-10-12 17:16:25.319000+00:00
24,,True,39,15.0,2024-12-03,"['UNIDAD', 'SACO', '']",0,,60,0.625,N5Fp8xnQEvSYhTD1COgv,DETERGENTE TROME,2024-12-03 17:26:08.833000+00:00
10,200,True,36,18.0,2024-07-09,"['UNIDAD', 'PAQUETE', 'CAJA']",0,,10,1.8,dFBL50O70QLpOza8jCP0,VELA SANTA FE,2024-07-09 14:25:37.912000+00:00
6,,True,84,9.7,2024-08-01,"['UNIDAD', 'CAJA', '']",0,,48,1.6166666666666665,3Y9kjSDVNHTf77GR2ZXe,TINAPON DELIMAR,2024-08-01 17:00:23.651000+00:00
6,,True,43,9.0,2024-08-09,"['UNIDAD', 'SACO', '']",0,,60,1.5,8h1DyrHvQUnufArnEtcA,DETERGENTE GO FRESH,2024-08-09 17:00:22.835000+00:00
5,,True,3.5,3.5,2024-07-27,"['UNIDAD', 'PAQUETE']",0,,5,0.7,A7fle8FBc2bI6tjwCKKh,AFEITADOR,2024-07-27 17:19:44.988000+00:00
6,,True,5,31.0,2024-11-09,"['UNIDAD', 'PAQUETE']",0,,12,5.166666666666667,Xh04vcSdJDeATI8jxatQ,ACEITE PALMEROLA SIN TAPA 900 ml,2024-11-09 17:53:42.458000+00:00
12,,True,1,33.0,2023-12-07,"['UNIDAD', 'CAJA']",0,,48,2.75,p49nwMCX1BAiyXRWkY8H,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2023-12-07 16:21:27.852000+00:00
3,,True,1,10.0,2024-08-30,"['UNIDAD', 'CAJA']",0,,24,3.3333333333333335,LJ8XpkoXAtkWoy8Txtqy,OVAL  LYDEMAR  DE SARDINAS PERUANAS EN SALSA DE TOMATE ,2024-08-30 16:07:59.832000+00:00
6,,True,39,4.0,2024-08-20,"['UNIDAD', 'SACO', '']",0,,60,0.6666666666666666,N5Fp8xnQEvSYhTD1COgv,DETERGENTE TROME,2024-08-20 17:48:52.423000+00:00
6,,True,1,21.0,2023-12-30,"['UNIDAD', 'CAJA']",0,,24,3.5,Pozb56BZPLc9tgyJv40e,TOLL JUREL P-RUVIAN EN SALSA DE TOMATE,2023-12-30 17:42:02.599000+00:00
20,,True,104,1.0,2024-08-11,"['UNIDAD', 'CAJA']",0,,48,0.05,FZ5qtC9PD6m7nBnBWWTg,GRATED CABALLA / JUREL LYDEMAR EN AGUA Y SAL,2024-08-11 19:12:58.743000+00:00
1,,True,1,4.2,2024-11-18,"['UNIDAD', 'CAJA']",0,,6,4.2,Fm0iVc8XyaqHymVEiO3x,LAVAVAJILLA QMASTER 800 GR,2024-11-18 17:31:53.680000+00:00
1,,True,7,7.0,2024-05-18,"['MEDIO KILO', 'KILO', '']",1,,1,7,X8NobGyQL9MjG2nddPgw,GELATINA A GRANEL,2024-05-18 18:16:17.706000+00:00
3,,True,1,13.5,2024-09-30,"['UNIDAD', 'CAJA']",0,,48,4.5,dPpgsAsWwVXuDp0ufNF2,FILETE DE ATUN A-1 EN ACEITE VEGETAL,2024-09-30 16:43:53.082000+00:00
12,,True,1,30.0,2024-09-20,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-09-20 16:28:07.918000+00:00
2,,True,39,70.0,2024-11-19,"['UNIDAD', 'SACO', '']",1,,60,35,N5Fp8xnQEvSYhTD1COgv,DETERGENTE TROME,2024-11-19 17:06:17.607000+00:00
12,,True,32,16.0,2024-07-11,"['UNIDAD', 'CAJA', '']",0,,24,1.3333333333333333,7AFu3sTplsI9rGy1CQXs,ACEITE TONDERO SACHET 170 ML (CAJA),2024-07-11 15:15:43.101000+00:00
1,100,True,6,5.5,2024-05-12,"['UNIDAD', 'BOLSA', 'PLANCHA']",1,,25,5.5,QzwdwAKrlRDJ8tsfqpqX,LEJIA LYDEMAR,2024-05-12 15:00:04.441000+00:00
1,,True,39,36.0,2024-09-21,"['UNIDAD', 'SACO', '']",1,,60,36,N5Fp8xnQEvSYhTD1COgv,DETERGENTE TROME,2024-09-21 18:31:09.106000+00:00
10,200,True,36,18.0,2024-08-25,"['UNIDAD', 'PAQUETE', 'CAJA']",1,,10,1.8,dFBL50O70QLpOza8jCP0,VELA SANTA FE,2024-08-25 16:36:15.569000+00:00
2,,True,1,5.0,2024-06-15,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-06-15 17:10:56.197000+00:00
1,200,True,36,36.0,2024-05-09,"['UNIDAD', 'PAQUETE', 'CAJA']",2,,10,36,dFBL50O70QLpOza8jCP0,VELA SANTA FE,2024-05-09 16:39:27.221000+00:00
12,,True,6.5,6.9,2024-09-10,"['UNIDAD', 'DOCENA', '']",0,,12,0.5750000000000001,WA914WROSma8R0v4boBq,CEPILLO,2024-09-10 17:21:03.552000+00:00
1,,True,1,36.0,2024-03-03,"['UNIDAD', 'CAJA']",1,,12,36,NubImhKXefnl5mPpRbkC,PILLCO MOZO VIDRIO,2024-03-03 17:52:35.374000+00:00
6,,True,1,22.5,2024-11-05,"['UNIDAD', 'CAJA']",0,,24,3.75,LJ8XpkoXAtkWoy8Txtqy,OVAL  LYDEMAR  DE SARDINAS PERUANAS EN SALSA DE TOMATE ,2024-11-05 17:21:18.028000+00:00
3,,True,1,10.0,2024-11-19,"['UNIDAD', 'CAJA']",0,,48,3.3333333333333335,mv8mR33rhGlnzRB43qJV,FILETE DE ATUN ROSAIMAR EN ACEITE VEGETAL,2024-11-19 16:46:04.920000+00:00
6,,True,3.5,13.5,2024-08-13,"['UNIDAD', 'PAQUETE']",0,,12,2.25,MCbDgVZGEdb2F5QOvrK2,CINTA EMBALAJE,2024-08-13 16:55:43.324000+00:00
3,,True,84,10.0,2024-08-11,"['UNIDAD', 'CAJA']",0,,24,3.3333333333333335,SYUQtNKXDJRrupbBone9,TOLL DE CABALLA /JUREL  P-RUVIAN MAR EN SALSA DE TOMATE,2024-08-11 16:14:57.682000+00:00
1,,True,39,36.0,2024-08-20,"['UNIDAD', 'SACO', '']",1,,60,36,N5Fp8xnQEvSYhTD1COgv,DETERGENTE TROME,2024-08-20 17:46:03.668000+00:00
1,200,True,1,57.0,2024-02-05,"['UNIDAD', 'PAQUETE', 'SACO']",1,,20,57,cUu0F99S7bgXUIpvCuGB,GELATINA DON LUCHO,2024-02-05 17:46:29.912000+00:00
12,,True,1,23.0,2024-01-06,"['UNIDAD', 'CAJA']",0,,48,1.9166666666666667,RoDirWKFuXpfhSUdyHCR,TINAPON P-RUVIAN MAR EN SALSA DE TOMATE,2024-01-06 17:50:10.313000+00:00
1,200,True,57,3.0,2024-08-03,"['UNIDAD', 'PAQUETE', 'SACO']",0,,20,3,cUu0F99S7bgXUIpvCuGB,GELATINA DON LUCHO,2024-08-03 15:19:59.154000+00:00
24,,True,10,19.0,2024-11-10,"['UNIDAD', 'DOCENA', '']",0,,12,0.7916666666666666,Efo2k5F7zLHOPzN3w6Kh,ENJUAGE DOWNY,2024-11-10 16:25:28.083000+00:00
1,,True,5.90,5.9,2024-03-04,"['UNIDAD', 'CAJA', '']",0,,6,5.90,eIIespUeUVA5Ws8kjc2d,LAVAVAJILLA TOKE 1 KILO,2024-03-04 17:28:21.338000+00:00
6,,True,104,13.0,2024-04-18,"['UNIDAD', 'CAJA']",0,,48,2.1666666666666665,FZ5qtC9PD6m7nBnBWWTg,GRATED CABALLA / JUREL LYDEMAR EN AGUA Y SAL,2024-04-18 17:10:42.637000+00:00
6,,True,1,27.9,2024-06-12,"['UNIDAD', 'CAJA']",0,,12,4.6499999999999995,GEn8mJ8Bgyju2PLBA0PA,ACEITE PURASELVA 1 LT,2024-06-12 21:36:27.446000+00:00
6,,True,1,15.0,2024-01-17,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-01-17 16:54:14.937000+00:00
1,,True,1,1.5,2024-06-05,"['UNIDAD', 'CAJA']",0,,48,1.5,uXWDUwhTKjYeCCSm2WrN,GRATED DE SARDINA PREMIUM LYDEMAR EN ACEITE VEGETAL,2024-06-05 17:23:10.003000+00:00
6,,True,32,8.0,2024-07-12,"['UNIDAD', 'CAJA', '']",0,,24,1.3333333333333333,7AFu3sTplsI9rGy1CQXs,ACEITE TONDERO SACHET 170 ML (CAJA),2024-07-12 15:57:22.612000+00:00
10,,True,1,1200.0,2024-11-16,"['UNIDAD', 'CAJA']",1,,48,120,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-11-16 18:31:44.171000+00:00
4,,True,1,10.0,2024-04-14,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-04-14 15:57:18.397000+00:00
1,,True,39,36.0,2024-09-18,"['UNIDAD', 'SACO', '']",1,,60,36,N5Fp8xnQEvSYhTD1COgv,DETERGENTE TROME,2024-09-18 16:11:47.366000+00:00
6,,True,1,13.0,2024-01-10,"['UNIDAD', 'CAJA']",0,,48,2.1666666666666665,J4cfPb6quXrceJdCyDSn,GRATED DE JUREL LYDEMAR EN ACEITE VEGETAL,2024-01-10 17:25:36.231000+00:00
12,,True,1,57.0,2024-09-22,"['UNIDAD', 'CAJA']",0,,48,4.75,iUF72hMAXERo8T34yN5o,FILETE DE ATUN PRIMOR EN ACEITE VEGETAL,2024-09-22 15:52:37.260000+00:00
5,,True,0,12.0,2023-11-09,"['PAQUETE', 'CAJA']",0,,20,2.4,B2ckrCvJGU5p0JjuNsgN,VELA VIRGEN DE CHAPI,2023-11-09 17:02:12.877000+00:00
1,,True,1,130.0,2024-04-20,"['UNIDAD', 'CAJA']",1,,48,130,p49nwMCX1BAiyXRWkY8H,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-04-20 16:58:26.675000+00:00
4,,True,1,316.0,2024-04-14,"['UNIDAD', 'CAJA']",1,,48,79,3Vkdnnx8SPE4zpcoJbA2,GRATED DE ANCHOVETA ROSAIMAR,2024-04-14 16:10:07.624000+00:00
2,,True,1,5.0,2024-11-17,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-11-17 14:41:16.832000+00:00
2,200,True,3,3.8,2024-08-25,"['UNIDAD', 'PAQUETE', 'SACO']",0,,20,1.9,sBKInCiAQ8bnoGISZSwj,FLAN DON LUCHO,2024-08-25 16:28:11.364000+00:00
2,,True,1,5.0,2024-07-29,"['UNIDAD', 'CAJA']",0,,48,2.5,dZdI7Go2b7SazcIrE61s,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2024-07-29 15:39:22.114000+00:00
12,,True,1,30.0,2024-01-04,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-01-04 17:40:04.238000+00:00
24,,True,1,114.0,2024-09-26,"['UNIDAD', 'CAJA']",0,,48,4.75,SohVOKGdN3bxDhrC7DQX,FILETE ATUN FANNY EN ACEITE VEGETAL,2024-09-26 16:31:16.401000+00:00
6,,True,104,13.0,2024-04-08,"['UNIDAD', 'CAJA']",0,,48,2.1666666666666665,FZ5qtC9PD6m7nBnBWWTg,GRATED CABALLA / JUREL LYDEMAR EN AGUA Y SAL,2024-04-08 17:27:32.791000+00:00
6,,True,1,15.0,2024-04-04,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-04-04 16:23:18.230000+00:00
1,,True,1,2.5,2024-05-07,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-05-07 16:26:07.797000+00:00
2,,True,1,10.0,2024-01-07,"['UNIDAD', 'CAJA']",0,,12,5,YPU0kTVnPGHLCyYugcfb,LAVAVAJILLA LESLI 1 KG,2024-01-07 15:46:04.229000+00:00
6,,True,1,4.2,2024-10-29,"['UNIDAD', 'SACO']",0,,60,0.7000000000000001,IlLC7Om3RRbtkggJ4ML6,DETERGENTE HUAYU,2024-10-29 17:10:02.001000+00:00
3,,True,84,10.5,2024-06-16,"['UNIDAD', 'CAJA']",0,,24,3.5,SYUQtNKXDJRrupbBone9,TOLL DE CABALLA /JUREL  P-RUVIAN MAR EN SALSA DE TOMATE,2024-06-16 14:20:00.837000+00:00
6,,True,1,30.0,2024-03-20,"['UNIDAD', 'PAQUETE']",0,,12,5,hVBdTuxc07rj1KLOmsZm,ACEITE PALMEROLA 1 LT,2024-03-20 17:38:01.490000+00:00
3,,True,120,10.0,2024-08-19,"['UNIDAD', 'CAJA', '']",0,,48,3.3333333333333335,IzMDTXBWcqqETryXkEVF,TROZOS BONITO PERUVIAN,2024-08-19 17:27:00.332000+00:00
1,200,True,3,55.0,2024-10-30,"['UNIDAD', 'PAQUETE', 'SACO']",1,,20,55,6DVramn924SNb5FBam7q,MAZAMORRA MORADA DON LUCHO,2024-10-30 16:55:23.719000+00:00
2,,True,1,10.0,2024-04-23,"['UNIDAD', 'CAJA']",0,,12,5,YPU0kTVnPGHLCyYugcfb,LAVAVAJILLA LESLI 1 KG,2024-04-23 14:47:01.231000+00:00
1,,True,32,32.0,2024-02-13,"['UNIDAD', 'CAJA', '']",0,,24,32,7AFu3sTplsI9rGy1CQXs,ACEITE TONDERO SACHET 170 ML (CAJA),2024-02-14 19:17:53.020000+00:00
2,,True,1,3.0,2024-10-20,"['UNIDAD', 'CAJA']",0,,48,1.5,BiGTmTNJSkqeeEtYJaFU,TINAPON P-RUVIAN MAR EN SALSA DE TOMATE,2024-10-20 17:18:05.197000+00:00
4,,True,1,10.0,2024-10-04,"['UNIDAD', 'CAJA']",0,,48,2.5,dZdI7Go2b7SazcIrE61s,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2024-10-04 18:13:20.825000+00:00
1,,True,2.8,2.8,2024-10-26,"['UNIDAD', 'CAJA']",0,,12,2.8,xHu084wOjKfwTDlmKouJ,LIMPIATODO 1 LITRO,2024-10-26 15:29:53.014000+00:00
1,,True,4.5,4.2,2024-10-28,"['UNIDAD', 'CAJA']",0,,48,4.2,SNV4J0pt27GPKxxvjr0E,PASTA DENTAL DOCTOR,2024-10-28 17:15:13.590000+00:00
6,,True,84,10.5,2024-11-14,"['UNIDAD', 'CAJA', '']",0,,48,1.75,3Y9kjSDVNHTf77GR2ZXe,TINAPON DELIMAR,2024-11-14 16:08:28.526000+00:00
24,,True,1,59.0,2024-08-13,"['UNIDAD', 'CAJA']",0,,48,2.4583333333333335,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-08-13 17:16:06.100000+00:00
1,,True,1,5.0,2024-04-04,"['BOLSA', 'SACO']",0,,16,5,hTWa6q6lYYzX25Rg10lw,LEJIA SHIROI (4PAQUETES POR SACO)(1 PAQUETE TIENE 4 BOLSAS),2024-04-04 16:35:24.381000+00:00
1,,True,1,2.5,2024-10-29,"['UNIDAD', 'CAJA']",0,,48,2.5,dZdI7Go2b7SazcIrE61s,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2024-10-29 16:22:03.429000+00:00
1,,True,4.5,4.5,2024-06-29,"['UNIDAD', 'CAJA']",0,,48,4.5,SNV4J0pt27GPKxxvjr0E,PASTA DENTAL DOCTOR,2024-06-29 18:03:48.245000+00:00
1,,True,1,2.0,2024-09-25,"['UNIDAD', 'CAJA']",0,,12,2,iC2Zoyizbl2WaNYrD5KX,LEJIA QMASTER 1 LT,2024-09-25 16:34:25.120000+00:00
