quantity,unitMax,sendToAdministrator,price,totalPrice,date,optionUnit,unit,customer,unitIndividual,pricePerUnit,idProductList,productName,dateRegister
1,200,True,57,1.9,2024-02-26,"['UNIDAD', 'PAQUETE', 'SACO']",0,,20,1.9,cUu0F99S7bgXUIpvCuGB,GELATINA DON LUCHO,2024-02-26 18:27:50.208000+00:00
2,,True,1,15.9,2024-09-30,"['UNIDAD', 'CAJA']",0,,12,7.95,wk3W7NOHnFSFrO4pNDBg,VINO SUREÑO BORGOÑA,2024-09-30 17:07:07.844000+00:00
1,,True,4,3.0,2024-04-19,"['UNIDAD', 'PAQUETE']",0,,12,3,UHyl9QdDpnGfoUx7vVzC,ACEITE PALMEROLA  1/2 LITRO,2024-04-19 16:55:21.936000+00:00
4,,True,1,10.0,2024-04-08,"['UNIDAD', 'CAJA']",0,,48,2.5,7vIFOFhUFI8BuzsqJbmM,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2024-04-08 17:32:43.674000+00:00
4,,True,1,10.0,2024-07-05,"['UNIDAD', 'CAJA']",0,,48,2.5,dZdI7Go2b7SazcIrE61s,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2024-07-05 18:37:27.138000+00:00
6,,True,1,15.0,2024-08-08,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-08-08 16:00:45.952000+00:00
6,,True,1,17.0,2024-01-19,"['UNIDAD', 'CAJA']",0,,48,2.8333333333333335,p49nwMCX1BAiyXRWkY8H,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-01-19 16:48:36.361000+00:00
4,,True,1,10.0,2024-07-15,"['UNIDAD', 'CAJA']",0,,48,2.5,dZdI7Go2b7SazcIrE61s,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2024-07-15 16:38:42.889000+00:00
12,,True,1,37.0,2024-08-13,"['UNIDAD', 'CAJA']",0,,48,3.0833333333333335,mv8mR33rhGlnzRB43qJV,FILETE DE ATUN ROSAIMAR EN ACEITE VEGETAL,2024-08-13 16:51:01.878000+00:00
3,,True,232,14.75,2024-08-16,"['UNIDAD', 'CAJA', '']",0,,48,4.916666666666667,WyKJXfuNP8vh6DQPDW7Q,FILETE ATÚN FLORIDA,2024-08-16 17:20:42.376000+00:00
6,,True,1,15.0,2024-03-11,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-03-11 17:20:22.581000+00:00
6,,True,32,8.0,2024-03-04,"['UNIDAD', 'CAJA', '']",0,,24,1.3333333333333333,7AFu3sTplsI9rGy1CQXs,ACEITE TONDERO SACHET 170 ML (CAJA),2024-03-04 16:52:15.018000+00:00
3,,True,84,11.5,2024-04-16,"['UNIDAD', 'CAJA']",0,,24,3.8333333333333335,SYUQtNKXDJRrupbBone9,TOLL DE CABALLA /JUREL  P-RUVIAN MAR EN SALSA DE TOMATE,2024-04-16 16:34:25.324000+00:00
6,,True,1,15.0,2024-10-26,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-10-26 16:02:16.509000+00:00
1,200,True,3,2.9,2024-05-09,"['UNIDAD', 'PAQUETE', 'SACO']",0,,20,2.9,6DVramn924SNb5FBam7q,MAZAMORRA MORADA DON LUCHO,2024-05-09 16:37:31.693000+00:00
2,,True,80,4.0,2024-05-28,"['UNIDAD', 'CAJA', '']",0,,48,2,JdnIcuqTaFB8UQBEB2Gx,GRATED DE SARDINA DELIMAR,2024-05-28 17:09:22.151000+00:00
3,,True,1,14.8,2024-10-23,"['UNIDAD', 'CAJA']",0,,12,4.933333333333334,nSRSugSItjAm6u6do86i,LAVAVAJILLA ÑAPANCHA 900 GR,2024-10-23 15:44:52.887000+00:00
3,,True,1,13.5,2024-08-25,"['UNIDAD', 'CAJA']",0,,48,4.5,dPpgsAsWwVXuDp0ufNF2,FILETE DE ATUN A-1 EN ACEITE VEGETAL,2024-08-25 16:45:12.102000+00:00
1,,True,27,29.0,2024-11-17,"['UNIDAD', 'CAJA', '']",1,,12,29,NSl0GNrOeSrpYq9Wi0Zv,LICOR DE UVA,2024-11-17 16:41:42.008000+00:00
3,,True,80,5.0,2024-03-02,"['UNIDAD', 'CAJA', '']",0,,48,1.6666666666666667,JdnIcuqTaFB8UQBEB2Gx,GRATED DE SARDINA DELIMAR,2024-03-02 16:46:16.175000+00:00
6,,True,1,27.5,2024-08-12,"['UNIDAD', 'CAJA']",0,,48,4.583333333333333,dPpgsAsWwVXuDp0ufNF2,FILETE DE ATUN A-1 EN ACEITE VEGETAL,2024-08-12 16:11:42.047000+00:00
3,,True,5,14.8,2024-11-25,"['UNIDAD', 'CAJA']",0,,12,4.933333333333334,Kx7Ic3TuNjRquQa6OdkQ,LAVAVAJILLA LESLI 1 KG,2024-11-25 18:14:19.329000+00:00
12,,True,1,55.5,2024-08-09,"['UNIDAD', 'CAJA']",0,,48,4.625,dPpgsAsWwVXuDp0ufNF2,FILETE DE ATUN A-1 EN ACEITE VEGETAL,2024-08-09 16:18:25.415000+00:00
6,,True,26,6.5,2024-08-17,"['UNIDAD', 'CAJA']",0,,24,1.0833333333333333,dhd9JHBMgMwValLqmyey,LAVAVAJILLA QMASTER 180 GR,2024-08-17 19:53:07.807000+00:00
6,,True,1,15.0,2024-08-31,"['UNIDAD', 'CAJA']",0,,48,2.5,dZdI7Go2b7SazcIrE61s,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2024-08-31 17:19:32.102000+00:00
1,,True,3.9,3.9,2024-10-29,"['UNIDAD', 'PLANCHA ', '']",1,,12,3.9,NvhoRCmWbfYw78NEVvwa,PEGAMENTO SUPER GLUE 1.5 GR,2024-10-29 16:18:58.061000+00:00
12,,True,1,33.0,2024-03-18,"['UNIDAD', 'CAJA']",0,,48,2.75,p49nwMCX1BAiyXRWkY8H,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-03-18 17:10:02.299000+00:00
6,,True,1,15.0,2024-10-20,"['UNIDAD', 'CAJA']",0,,48,2.5,JHyqlFNPrlXoR2CzXWR4,FILETE DE CABALLA ROSAIMAR EN ACEITE VEGETAL,2024-10-20 17:14:30.651000+00:00
12,,True,0,26.0,2023-11-07,"['UNIDAD', 'CAJA']",0,,48,2.1666666666666665,J4cfPb6quXrceJdCyDSn,GRATED DE JUREL LYDEMAR EN ACEITE VEGETAL,2023-11-07 16:16:05.649000+00:00
15,,True,10,9.5,2024-07-06,"['UNIDAD', '0', '']",0,,0,0.6333333333333333,Efo2k5F7zLHOPzN3w6Kh,ENJUAGE DOWNY,2024-07-06 16:51:36.899000+00:00
4,,True,1,10.0,2024-12-03,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-12-03 17:47:05.161000+00:00
4,,True,1,10.0,2024-08-03,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-08-03 15:49:41.159000+00:00
1,,True,0,131.0,2023-11-07,"['UNIDAD', 'CAJA']",1,,48,131,p49nwMCX1BAiyXRWkY8H,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2023-11-07 16:17:01.305000+00:00
1,,True,1,2.5,2024-10-29,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-10-29 16:22:16.440000+00:00
6,,True,112,11.5,2024-04-26,"['UNIDAD', 'CAJA', '']",0,,60,1.9166666666666667,vJT7skiO8ptRMcz4J1Sm,ESPIRAL GALLITO,2024-04-26 16:20:44.951000+00:00
1,100,True,19,5.0,2024-10-12,"['UNIDAD', 'BOLSA', 'PLANCHA']",1,,25,5,t2md3jZLdSr5dnHofLq1,LEJIA SHIROI,2024-10-12 16:34:50.398000+00:00
3,,True,84,11.0,2024-02-29,"['UNIDAD', 'CAJA']",0,,24,3.6666666666666665,SYUQtNKXDJRrupbBone9,TOLL DE CABALLA /JUREL  P-RUVIAN MAR EN SALSA DE TOMATE,2024-02-29 17:34:35.778000+00:00
30,,True,39,18.0,2024-08-13,"['UNIDAD', 'SACO', '']",0,,60,0.6,N5Fp8xnQEvSYhTD1COgv,DETERGENTE TROME,2024-08-13 16:59:00.382000+00:00
1,,True,1,120.0,2024-06-25,"['UNIDAD', 'CAJA']",1,,48,120,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-06-25 17:10:42.014000+00:00
6,,True,1,17.0,2024-10-24,"['UNIDAD', 'CAJA']",0,,48,2.8333333333333335,NBx9WlaN97X3wCsGjBTu,FILETE DE CABALLA P-RUVIAN MAR EN ACEITE VEGETAL,2024-10-24 16:02:24.430000+00:00
1,,True,1,4.8,2024-08-21,"['UNIDAD', 'CAJA']",0,,12,4.8,nSRSugSItjAm6u6do86i,LAVAVAJILLA ÑAPANCHA 900 GR,2024-08-21 15:58:20.174000+00:00
2,,True,85,3.4,2024-05-19,"['UNIDAD', 'CAJA', '']",0,,48,1.7,yDCycnbVVmZHIgmUXu57,TINAPON HATUN,2024-05-19 17:04:19.990000+00:00
5,,True,1,10.0,2024-07-15,"['UNIDAD', 'CAJA']",0,,24,2,OMDMhnA2gvcZIfOyzkRx,CONSERVA DE POLLO EN AGUA Y SAL,2024-07-15 16:35:55.922000+00:00
6,,True,80,10.5,2024-04-03,"['UNIDAD', 'CAJA', '']",0,,48,1.75,JdnIcuqTaFB8UQBEB2Gx,GRATED DE SARDINA DELIMAR,2024-04-03 18:10:31.590000+00:00
1,,True,1,5.0,2023-12-07,"['BOLSA', 'SACO']",0,,16,5,hTWa6q6lYYzX25Rg10lw,LEJIA SHIROI (4PAQUETES POR SACO)(1 PAQUETE TIENE 4 BOLSAS),2023-12-07 16:44:09.350000+00:00
12,,True,3.9,3.9,2024-11-01,"['UNIDAD', 'PLANCHA ', '']",0,,12,0.325,NvhoRCmWbfYw78NEVvwa,PEGAMENTO SUPER GLUE 1.5 GR,2024-11-01 15:55:45.355000+00:00
6,,True,84,21.0,2024-06-03,"['UNIDAD', 'CAJA']",0,,24,3.5,SYUQtNKXDJRrupbBone9,TOLL DE CABALLA /JUREL  P-RUVIAN MAR EN SALSA DE TOMATE,2024-06-03 16:26:48.558000+00:00
12,,True,43,9.0,2024-03-24,"['UNIDAD', 'SACO', '']",0,,60,0.75,8h1DyrHvQUnufArnEtcA,DETERGENTE GO FRESH,2024-03-24 17:55:33.473000+00:00
6,,True,232,30.5,2024-05-03,"['UNIDAD', 'CAJA', '']",0,,48,5.083333333333333,WyKJXfuNP8vh6DQPDW7Q,FILETE ATÚN FLORIDA,2024-05-03 16:39:40.622000+00:00
4,,True,1,10.0,2024-11-10,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-11-10 13:13:24.902000+00:00
1,,True,1,130.0,2024-08-31,"['UNIDAD', 'CAJA']",1,,48,130,WC4rVBbz9h0DHvCj9p4h,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-08-31 16:42:41.462000+00:00
6,,True,112,11.0,2024-08-03,"['CAJITA', 'CAJON ( 60 cajitas)', '']",0,,60,1.8333333333333333,YAyG585nLwF3Kpm6l9Zo,ESPIRAL GALLITO,2024-08-03 15:49:31.328000+00:00
1,,True,80,79.0,2024-01-19,"['UNIDAD', 'CAJA']",1,,48,79,ao7sEBN2Q9mBeKu2YffG,GRATED DE SARDINAS LYDEMAR EN AGUA Y SAL (ROJO),2024-01-19 16:59:42.662000+00:00
12,,True,0,23.0,2023-10-24,"['UNIDAD', 'CAJA']",0,,48,1.9166666666666667,RoDirWKFuXpfhSUdyHCR,TINAPON P-RUVIAN MAR EN SALSA DE TOMATE,2023-10-24 17:10:37.708000+00:00
5,200,True,36,9.0,2024-06-08,"['UNIDAD', 'PAQUETE', 'CAJA']",0,,10,1.8,dFBL50O70QLpOza8jCP0,VELA SANTA FE,2024-06-08 17:24:40.347000+00:00
3,,True,84,11.0,2024-03-03,"['UNIDAD', 'CAJA']",0,,24,3.6666666666666665,SYUQtNKXDJRrupbBone9,TOLL DE CABALLA /JUREL  P-RUVIAN MAR EN SALSA DE TOMATE,2024-03-03 17:15:11.481000+00:00
6,,True,1,17.0,2024-10-08,"['UNIDAD', 'CAJA']",0,,48,2.8333333333333335,WC4rVBbz9h0DHvCj9p4h,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-10-08 15:50:00.140000+00:00
3,,True,1,14.5,2024-04-26,"['UNIDAD', 'CAJA']",0,,48,4.833333333333333,iUF72hMAXERo8T34yN5o,FILETE DE ATUN PRIMOR EN ACEITE VEGETAL,2024-04-26 16:35:55.419000+00:00
6,,True,1,17.0,2024-06-09,"['UNIDAD', 'CAJA']",0,,48,2.8333333333333335,ag3s0xbfQDzxahjtJuWR,FILETE DE CABALLA P-RUVIAN MAR EN ACEITE VEGETAL,2024-06-09 16:04:28.216000+00:00
1,100,True,6,6.0,2024-03-24,"['UNIDAD', 'BOLSA', 'PAQUETE']",1,,25,6,QzwdwAKrlRDJ8tsfqpqX,LEJIA LYDEMAR,2024-03-24 17:35:05.986000+00:00
6,,True,1,16.5,2024-04-23,"['UNIDAD', 'CAJA']",0,,48,2.75,p49nwMCX1BAiyXRWkY8H,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-04-23 14:57:11.758000+00:00
1,,True,26,1.2,2024-07-16,"['UNIDAD', 'CAJA']",0,,24,1.2,dhd9JHBMgMwValLqmyey,LAVAVAJILLA QMASTER 180 GR,2024-07-16 16:15:05.169000+00:00
6,,True,1,42.5,2023-12-08,"['UNIDAD', 'CAJA']",0,,12,7.083333333333333,AWlSWazgq449QNdvPAu0,VINO SUREÑO BORGOÑA,2023-12-08 17:33:39.481000+00:00
4,,True,1,580.0,2024-10-30,"['UNIDAD', 'CAJA']",1,,48,145,mv8mR33rhGlnzRB43qJV,FILETE DE ATUN ROSAIMAR EN ACEITE VEGETAL,2024-10-30 16:51:28.754000+00:00
24,,True,1,66.0,2024-01-25,"['UNIDAD', 'CAJA']",0,,48,2.75,4zGqeP53JPVt0eR0cPsx,FILETE DE CABALLA ROSAIMAR EN ACEITE VEGETAL,2024-01-25 17:21:17.895000+00:00
12,,True,0,54.0,2023-11-04,"['UNIDAD', 'CAJA']",0,,48,4.5,RaMxBDOUoqQXtonfa5P4,TROZO DE ATUN  FANNY EN ACEITE VEGETAL,2023-11-04 17:10:40.032000+00:00
4,,True,1,10.0,2024-08-30,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-08-30 16:37:44.995000+00:00
6,,True,1,27.3,2024-10-03,"['UNIDAD', 'CAJA']",0,,48,4.55,dPpgsAsWwVXuDp0ufNF2,FILETE DE ATUN A-1 EN ACEITE VEGETAL,2024-10-03 16:02:35.289000+00:00
1,200,True,36,36.0,2024-11-07,"['UNIDAD', 'PAQUETE', 'CAJA']",2,,10,36,dFBL50O70QLpOza8jCP0,VELA SANTA FE,2024-11-07 15:48:04.745000+00:00
1,,True,5,5.0,2024-08-31,"['UNIDAD', 'PAQUETE']",0,,12,5,Xh04vcSdJDeATI8jxatQ,ACEITE PALMEROLA SIN TAPA 900 ml,2024-08-31 16:36:54.872000+00:00
12,,True,1,57.0,2023-11-20,"['UNIDAD', 'CAJA']",0,,48,4.75,SohVOKGdN3bxDhrC7DQX,FILETE ATUN FANNY EN ACEITE VEGETAL,2023-11-20 16:37:45.602000+00:00
4,,True,1,10.0,2024-04-21,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-04-21 16:56:24.075000+00:00
1,200,True,36,1.9,2024-07-02,"['UNIDAD', 'PAQUETE', 'CAJA']",1,,10,1.9,dFBL50O70QLpOza8jCP0,VELA SANTA FE,2024-07-02 15:12:12.581000+00:00
4,,True,1,10.0,2024-11-27,"['UNIDAD', 'CAJA']",0,,48,2.5,dZdI7Go2b7SazcIrE61s,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2024-11-27 18:00:50.339000+00:00
2,200,True,3,5.6,2024-11-19,"['UNIDAD', 'PAQUETE', 'SACO']",0,,20,2.8,6DVramn924SNb5FBam7q,MAZAMORRA MORADA DON LUCHO,2024-11-19 16:50:17.183000+00:00
12,,True,1,31.0,2024-09-15,"['UNIDAD', 'CAJA']",0,,48,2.5833333333333335,JHyqlFNPrlXoR2CzXWR4,FILETE DE CABALLA ROSAIMAR EN ACEITE VEGETAL,2024-09-15 16:15:16.418000+00:00
6,,True,1,27.3,2024-12-03,"['UNIDAD', 'CAJA']",0,,48,4.55,dPpgsAsWwVXuDp0ufNF2,FILETE DE ATUN A-1 EN ACEITE VEGETAL,2024-12-03 17:42:40.716000+00:00
6,,True,1,27.3,2024-10-28,"['UNIDAD', 'CAJA']",0,,48,4.55,dPpgsAsWwVXuDp0ufNF2,FILETE DE ATUN A-1 EN ACEITE VEGETAL,2024-10-28 17:47:05.977000+00:00
1,,True,1,132.0,2023-12-26,"['UNIDAD', 'CAJA']",1,,48,132,p49nwMCX1BAiyXRWkY8H,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2023-12-26 16:51:50.780000+00:00
8,,True,1,20.0,2024-11-14,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-11-14 16:34:46.649000+00:00
1,,True,1,5.0,2024-04-13,"['UNIDAD', 'PAQUETE']",0,,12,5,hVBdTuxc07rj1KLOmsZm,ACEITE PALMEROLA 1 LT,2024-04-13 17:42:10.116000+00:00
1,,True,5,5.0,2024-07-22,"['UNIDAD', 'CAJA']",0,,12,5,Kx7Ic3TuNjRquQa6OdkQ,LAVAVAJILLA LESLI 1 KG,2024-07-22 18:20:40.225000+00:00
6,,True,85,10.5,2024-05-05,"['UNIDAD', 'CAJA', '']",0,,48,1.75,yDCycnbVVmZHIgmUXu57,TINAPON HATUN,2024-05-05 17:00:04.107000+00:00
5,,True,36,9.0,2024-06-18,"['PAQUETE', 'CAJA', '']",0,,20,1.8,dFBL50O70QLpOza8jCP0,VELA SANTA FE,2024-06-18 17:22:37.007000+00:00
6,,True,1,32.0,2024-02-05,"['UNIDAD', 'PAQUETE']",0,,12,5.333333333333333,hVBdTuxc07rj1KLOmsZm,ACEITE PALMEROLA 1 LT,2024-02-05 17:08:35.524000+00:00
1,,True,1,92.0,2024-09-09,"['UNIDAD', 'CAJA']",1,,24,92,fNFRdIVasg5XbORirAGt,OVAL DE JUREL LYDEMAR,2024-09-09 16:40:47.569000+00:00
1,,True,1,5.0,2024-05-29,"['UNIDAD', 'CAJA']",0,,12,5,YPU0kTVnPGHLCyYugcfb,LAVAVAJILLA LESLI 1 KG,2024-05-29 17:15:56.747000+00:00
1,,True,1,39.0,2023-11-28,"['UNIDAD', 'CAJA']",1,,12,39,NubImhKXefnl5mPpRbkC,PILLCO MOZO VIDRIO,2023-11-28 16:49:32.816000+00:00
10,200,True,57,29.9,2024-06-19,"['UNIDAD', 'PAQUETE', 'SACO']",0,,20,2.9899999999999998,cUu0F99S7bgXUIpvCuGB,GELATINA DON LUCHO,2024-06-19 16:41:49.756000+00:00
2,,True,1,5.0,2024-07-25,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-07-25 22:05:20.084000+00:00
4,,True,1,10.0,2024-05-28,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-05-28 17:26:30.815000+00:00
12,,True,39,8.0,2024-07-15,"['UNIDAD', 'SACO', '']",0,,60,0.6666666666666666,mB1SicUI6RwVMHp9dfKd,DETERGENTE TROME,2024-07-15 16:34:35.628000+00:00
5,200,True,36,9.0,2024-11-08,"['UNIDAD', 'PAQUETE', 'CAJA']",1,,10,1.8,dFBL50O70QLpOza8jCP0,VELA SANTA FE,2024-11-08 14:48:23.915000+00:00
12,,True,1,58.0,2024-04-09,"['UNIDAD', 'CAJA']",0,,48,4.833333333333333,iUF72hMAXERo8T34yN5o,FILETE DE ATUN PRIMOR EN ACEITE VEGETAL,2024-04-09 17:38:49.187000+00:00
5,,True,2.5,10.0,2024-10-29,"['UNIDAD', 'CAJA', '']",0,,48,2,2CNPQFqsLGFCnF1bGsV2,FILETE CHANCADO,2024-10-29 17:19:30.352000+00:00
3,,True,112,5.5,2024-10-19,"['CAJITA', 'CAJON ( 60 cajitas)', '']",0,,60,1.8333333333333333,YAyG585nLwF3Kpm6l9Zo,ESPIRAL GALLITO,2024-10-19 16:35:15.648000+00:00
1,,True,1,63.0,2024-01-19,"['UNIDAD', 'CAJA']",1,,12,63,2fLvFhKOJWmv6IyiLsgs,ACEITE PURASELVA 1 LT,2024-01-19 17:08:33.759000+00:00
6,,True,1,15.0,2024-02-05,"['UNIDAD', 'CAJA']",0,,48,2.5,CT7FbHVBovQuAcwZ5R9N,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-02-05 17:46:48.643000+00:00
3,,True,1,13.5,2024-06-13,"['UNIDAD', 'CAJA']",0,,48,4.5,dPpgsAsWwVXuDp0ufNF2,FILETE DE ATUN A-1 EN ACEITE VEGETAL,2024-06-13 16:30:47.534000+00:00
6,,True,1,17.0,2024-06-29,"['UNIDAD', 'CAJA']",0,,48,2.8333333333333335,WC4rVBbz9h0DHvCj9p4h,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-06-29 17:12:53.917000+00:00
6,,True,1,23.5,2024-01-18,"['UNIDAD', 'CAJA']",0,,24,3.9166666666666665,Pozb56BZPLc9tgyJv40e,TOLL JUREL P-RUVIAN EN SALSA DE TOMATE,2024-01-18 17:38:14.955000+00:00
6,,True,4.5,21.9,2024-10-02,"['UNIDAD', 'CAJA']",0,,48,3.65,SNV4J0pt27GPKxxvjr0E,PASTA DENTAL DOCTOR,2024-10-02 16:43:35.580000+00:00
6,,True,1,16.0,2024-12-02,"['UNIDAD', 'CAJA']",0,,48,2.6666666666666665,JHyqlFNPrlXoR2CzXWR4,FILETE DE CABALLA ROSAIMAR EN ACEITE VEGETAL,2024-12-02 16:30:45.842000+00:00
1,200,True,57,3.0,2024-08-18,"['UNIDAD', 'PAQUETE', 'SACO']",0,,20,3,cUu0F99S7bgXUIpvCuGB,GELATINA DON LUCHO,2024-08-18 17:06:09.971000+00:00
5,,True,3.5,3.0,2024-10-23,"['UNIDAD', 'PAQUETE']",0,,5,0.6,A7fle8FBc2bI6tjwCKKh,AFEITADOR,2024-10-23 15:17:45.012000+00:00
3,,True,1,14.0,2024-09-13,"['UNIDAD', 'PAQUETE']",0,,12,4.666666666666667,vNV3LxLHfWO8G1wlQnqN,ACEITE PALMEROLA CON TAPA 900 ML,2024-09-13 17:41:14.707000+00:00
6,,True,1,17.0,2024-08-25,"['UNIDAD', 'CAJA']",0,,48,2.8333333333333335,WC4rVBbz9h0DHvCj9p4h,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-08-25 16:49:53.561000+00:00
12,,True,80,19.0,2024-08-29,"['UNIDAD', 'CAJA', '']",0,,48,1.5833333333333333,KRyU6ZFsMy8JABUJe70f,GRATED DE SARDINA DELIMAR,2024-08-29 16:55:16.449000+00:00
3,,True,1,32.4,2023-12-30,"['UNIDAD', 'CAJA', '']",0,,12,10.799999999999999,SaUFOduW24l8rrWsuPiL,VINO ROSE (CON SOMBRERITO) - UVA DE REYES,2023-12-30 18:01:44.201000+00:00
3,,True,1,17.0,2024-08-06,"['UNIDAD', 'CAJA']",0,,12,5.666666666666667,wk3W7NOHnFSFrO4pNDBg,VINO SUREÑO BORGOÑA,2024-08-06 17:41:22.868000+00:00
1,200,True,3,3.0,2024-05-27,"['UNIDAD', 'PAQUETE', 'SACO']",0,,20,3,CGUztCokJHLlLAVOofdm,FLAN DON LUCHO,2024-05-27 17:15:56.076000+00:00
6,,True,1,10.5,2024-04-18,"['UNIDAD', 'CAJA']",0,,50,1.75,HltRTZAhE0MUeJdafjMp,TINAPA LYDEMAR EN SALSA DE TOMATE,2024-04-18 18:08:18.276000+00:00
6,,True,0,15.0,2023-11-06,"['UNIDAD', 'CAJA']",0,,48,2.5,7vIFOFhUFI8BuzsqJbmM,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2023-11-06 16:34:42.477000+00:00
1,100,True,6,5.3,2024-07-29,"['UNIDAD', 'BOLSA', 'PLANCHA']",1,,25,5.3,QzwdwAKrlRDJ8tsfqpqX,LEJIA LYDEMAR,2024-07-29 15:38:58.492000+00:00
4,,True,1,11.0,2024-04-02,"['UNIDAD', 'CAJA']",0,,48,2.75,p49nwMCX1BAiyXRWkY8H,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-04-02 16:19:52.304000+00:00
6,,True,1,11.5,2023-12-09,"['UNIDAD', 'CAJA']",0,,48,1.9166666666666667,RoDirWKFuXpfhSUdyHCR,TINAPON P-RUVIAN MAR EN SALSA DE TOMATE,2023-12-09 17:29:37.917000+00:00
2,,True,1,5.0,2024-11-11,"['UNIDAD', 'CAJA']",0,,48,2.5,dZdI7Go2b7SazcIrE61s,GRATED DE ATUN DON LUCHO EN ACEITE VEGETAL,2024-11-11 16:55:24.145000+00:00
12,,True,1,35.0,2023-12-21,"['UNIDAD', 'CAJA']",0,,48,2.9166666666666665,ag3s0xbfQDzxahjtJuWR,FILETE DE CABALLA P-RUVIAN MAR EN ACEITE VEGETAL,2023-12-21 16:48:11.733000+00:00
5,200,True,36,9.0,2024-09-12,"['UNIDAD', 'PAQUETE', 'CAJA']",1,,10,1.8,dFBL50O70QLpOza8jCP0,VELA SANTA FE,2024-09-12 16:46:16.818000+00:00
1,,True,0,65.0,2023-11-01,"['UNIDAD', 'CAJA']",1,,12,65,2fLvFhKOJWmv6IyiLsgs,ACEITE PURASELVA 1 LT,2023-11-01 16:58:35.731000+00:00
6,,True,1,16.5,2024-03-11,"['UNIDAD', 'CAJA']",0,,48,2.75,p49nwMCX1BAiyXRWkY8H,FILETE DE CABALLA LYDEMAR EN ACEITE VEGETAL,2024-03-11 17:48:41.038000+00:00
1,,True,1,28.0,2024-09-09,"['UNIDAD', 'CAJA']",1,,12,28,xtchd91ZC6foLvrlTKaX,PILLCO REY ,2024-09-09 17:07:31.867000+00:00
6,,True,84,20.0,2024-10-28,"['UNIDAD', 'CAJA']",0,,24,3.3333333333333335,SYUQtNKXDJRrupbBone9,TOLL DE CABALLA /JUREL  P-RUVIAN MAR EN SALSA DE TOMATE,2024-10-28 17:00:40.921000+00:00
30,,True,39,18.0,2024-09-23,"['UNIDAD', 'SACO', '']",0,,60,0.6,N5Fp8xnQEvSYhTD1COgv,DETERGENTE TROME,2024-09-23 17:31:52.774000+00:00
12,,True,1,30.0,2024-08-16,"['UNIDAD', 'CAJA']",0,,48,2.5,NFBKbTODCUZh1VarxViN,FILETE DE CABALLA  DELIMAR EN ACEITE VEGETAL,2024-08-16 17:25:27.798000+00:00
